label,x,y,color
ibex,34.59498632,22.24658387,0.04829766095134336
chairs,5.676412292,13.54333827,0.4583157350872006
bcrypt,50.98861466,-34.87378237,0.02065524331051738
dinner,-17.89141719,6.546800914,0.7193121680074197
exams,-42.98004641,22.47479687,0.7218998590101837
poedit,40.01061497,-1.599342365,0.9774023966231201
cordial,-36.39208204,-54.56031963,0.10216590402670023
opengraph,25.16434427,-34.04051687,0.5870896002888359
intermediately,-51.97877637,-23.26234622,0.12134254918899778
slicers,39.88008962,-20.31312683,0.5371901589362746
callmanager,47.30657025,2.86998942,0.5671976301537988
separator,16.14685725,9.594414393,0.5284488092269451
om,40.57450393,-4.142399863,0.42049653172946555
grammarly,-4.775840695,-62.76397277,0.7668025256523326
deginer,2.232727488,-6.706468392,0.6614828287275429
sur,-18.50989068,65.36849215,0.14242907667168292
supercomputer,55.19289423,-7.037459899,0.6204845776157007
fundraiser,-19.24772958,5.645772424,0.6086705898590119
pager,23.6032684,-13.70538702,0.40902919591944764
gof,41.52560236,-26.05173071,0.03110472967870248
accents,-50.91241395,14.74316348,0.5770763815521244
hindus,-45.14710886,11.83126385,0.1702900603986902
ashraful,28.67273313,-62.64529105,0.963942129249713
programas,35.17449597,57.61354383,0.26130019780304514
burnt,-37.24442698,-10.51818744,0.24420946004732946
rebuilt,-0.5106727018,-38.07169739,0.15344641493722044
brunei,52.58879908,42.78912729,0.49929652941884317
gotoassist,48.64721427,-5.104596349,0.10616288141778107
verbose,-33.56118489,-15.13772013,0.4296529682036627
tomar,18.39884886,46.14851089,0.8345544856744295
resettlement,-20.6533021,-2.900314784,0.5822206890353553
suspend,17.74051984,-26.69232749,0.941826124880414
expandable,11.30408501,-49.5155129,0.0516268079790041
gui,43.94815399,-23.45403924,0.6837281317114818
ves,14.41325795,39.17555568,0.5496111287234879
idm,29.86634822,14.46585376,0.8629422535820068
multifunction,38.08376104,1.428362393,0.6853870253255424
sdaf,12.74841282,28.93199646,0.8567545873223985
jvm,43.28573567,-22.84367397,0.19700189027243542
rushing,-37.20320253,-14.33492602,0.7884808041361372
ife,-8.22198218,34.57262521,0.6267228874418163
digium,45.33581001,3.429455843,0.6790572590365429
elevating,-5.222410193,-50.93583646,0.9080673352761394
yi,2.743757197,38.31220683,0.6231431048258074
sturt,-38.67844767,45.32557042,0.07332632145520157
motto,-32.84027735,-42.62410242,0.48129273019689145
possesses,-23.95692973,-46.23493258,0.8061095983333534
pentest,19.90481618,-18.6215373,0.2470105303032043
nokogiri,53.67401776,-30.9979657,0.3898434837400172
kerja,-63.82482066,-25.60814095,0.9642788806570414
ivano,51.89145223,18.86672226,0.4036324971782388
vu,-12.50977321,57.11358343,0.2890152482449099
wordy,-33.67909397,-15.31656414,0.6990598027269436
sous,-16.55581784,67.20172661,0.36495596562986266
residentials,5.019746025,17.51154302,0.3006041679362399
issues,6.870698014,-42.35679017,0.7599222817909618
ocho,31.91875105,43.61399155,0.38964183200088476
jill,-54.32088736,24.16197065,0.5115958243559773
hrms,41.34323284,-7.093796838,0.9134498905180372
lgs,-0.1383390959,52.57159945,0.35490474240704784
testfairy,42.31165591,2.502071054,0.17069029838917438
webi,45.91599024,-13.21930406,0.7463722358725376
exercising,-26.33896597,-43.7920469,0.7939089705178434
diplome,-8.854692344,65.48377298,0.9427959750263714
roa,-1.932633198,36.99377436,0.7968179423029578
placer,-39.43098329,15.09359053,0.5791270100982172
noch,-67.48840057,10.68923601,0.13423509305785775
bibliotheca,-12.15790186,30.52254126,0.2840859579910613
bytes,1.081292824,65.63375596,0.009889483772754004
ukm,53.64965032,42.07901282,0.7696867902891122
intranets,25.40687876,-46.94060905,0.05623253552013019
creating,14.24296224,-42.71178319,0.7330682348149112
construir,23.35637164,54.10657211,0.9120991748860064
adob,-29.72833089,53.41455239,0.31200292704619703
scorm,32.49971182,-27.57243575,0.6533066299870879
bylined,-32.11340783,2.900936031,0.7557029918266279
nordstrom,17.05626404,21.8455766,0.2463709818777473
consents,0.09632054769,-19.34754184,0.3956282831498995
riddled,-30.50958486,-15.5194128,0.5286971690007258
peugeot,22.99818333,25.6939238,0.8565858714380752
realizando,32.17674553,56.05582834,0.4965758702557539
camera,4.019079234,22.15759914,0.24292454661717755
frequent,1.412686968,-33.95634345,0.13099599855142652
shahidul,28.91293633,-62.98604206,0.7420138117812433
tenure,-15.96875889,-24.51907074,0.32730717460872294
svc,49.93530794,-1.300262552,0.4568143394444988
scores,-42.19073407,20.68245762,0.512778160810492
aan,7.77031168,36.30054449,0.10767559642528846
mens,0.8031105505,12.1794961,0.35390648717217055
dockers,59.98937056,-16.10883939,0.8561393222284277
front,16.28730508,-44.77492642,0.6852324186365663
prisoners,-18.25892702,-5.94354218,0.2407631548386847
responsibilties,-8.989680013,-25.65723376,0.9050463715607721
awwwards,-36.62390091,16.7103503,0.8297319592161725
fluency,-53.32403678,13.26142706,0.24982437958292292
ole,49.41435622,-15.88984364,0.21783796565555613
statistical,18.78443657,-7.126673078,0.2756002531976144
glue,-32.44389375,-4.172836332,0.752029401182916
mediator,-0.8333642422,-13.52867843,0.10714198134347108
apac,-33.88753087,25.20368629,0.9227531337708226
hashtag,23.1047848,-34.02624795,0.9945905406964595
protel,43.4138205,15.66345124,0.057961290761549544
classy,-49.32766442,-39.62210068,0.4693328280047153
benjamin,-21.52005954,41.11763207,0.46523898528161367
insatiable,-35.29724308,-39.14447997,0.21646540340474907
following,-16.50380184,-37.2311382,0.7845629198729693
pars,18.24830537,34.53063672,0.6817935663391547
vehicle,15.07944968,12.97742699,0.34615509068682804
autres,-20.32099621,64.82984129,0.6485269837842286
robertson,-25.21628993,39.98086081,0.6718646846067222
alipay,33.0085613,-23.50521159,0.05543554161954889
aliquip,6.703892853,-63.91733018,0.6311913616595002
dragonframe,-29.46290685,50.41515946,0.6488560577647454
indemnity,4.278673205,-18.05227262,0.7588778292973771
collectively,-11.13209139,-21.67202931,0.7077799862163484
graphs,39.38026649,-20.74029617,0.721683860333964
coustomer,-4.86933094,-26.77955237,0.5033807012538418
autosar,41.40536242,11.1983186,0.402528888282668
startapp,30.49600547,-19.03253733,0.6842534786597753
conceptualizes,-2.236486387,-40.50077574,0.09480004465128244
cups,3.423421992,9.793258217,0.04796697639206293
fronts,27.4239925,-45.4930334,0.3598396371829018
terrible,-42.98600976,-15.1544019,0.3633048059995887
tan,2.655496783,38.42085209,0.7748527390382921
sherwin,-21.20640291,34.90199908,0.10724294865943307
billah,28.79409231,-60.28024026,0.9699124933455203
katarina,65.09350069,-1.55976034,0.370784543366773
checked,-4.524708969,-30.91118207,0.6894387984749766
quando,12.28774703,58.9828802,0.9876520293012265
prototyping,5.648885755,-48.28049455,0.5058287934460794
pmw,5.520819508,23.51012754,0.11509195609039502
apu,32.52169086,-56.94200102,0.7270737815893199
naar,7.773304735,36.29899725,0.9083009678656889
icdl,-38.78219125,22.07270649,0.6571927429791611
mehran,-1.995403627,57.71155133,0.8424573004259233
eib,40.99436203,-13.98019845,0.2949450034350153
attentions,-26.26705978,-27.36857684,0.16732348905604644
protect,-12.46519289,-62.01967868,0.04043373084804547
dictate,-16.34228913,-46.00491138,0.5592206621375464
wage,6.213490513,-26.54668492,0.622180278920423
jenna,-15.0731322,43.52661509,0.9467296709376722
voip,45.37089877,2.462393785,0.3418002591083913
blc,13.50809428,36.38456277,0.3155353734638988
voi,59.72797083,24.19304408,0.583318834685989
keyframe,-0.5342742934,2.050688616,0.4561271479548502
subdivision,6.518622302,17.37239667,0.023936786440584612
tellers,-20.85496175,-14.0665039,0.381392257185741
skilling,-5.847205434,-19.36893488,0.31193736459726906
esteban,-4.933029703,42.50684719,0.34701678361390076
vonage,36.7915799,20.23089458,0.5002884005867807
implementaci,27.0757408,43.66687835,0.4795406725925615
thea,1.253932145,32.28759281,0.9723543877682127
formalizing,0.7495017367,-44.55798052,0.39584003881476715
incomparable,-27.66149812,-46.80931858,0.8634096033015659
baner,8.918441665,-5.550068533,0.3875091409928644
jsr,49.78852555,-23.28479354,0.7502814138471219
length,-23.38817733,-24.87419015,0.4634501464592641
sonicwall,51.17442488,3.667454901,0.269467535679369
retopology,8.650598665,0.2669371269,0.4366390447219263
selected,-37.84433269,16.55630117,0.5946707935225213
clerks,-16.71178078,-11.88488435,0.8561912349079556
filenet,44.89832715,-7.979582459,0.5482335708457985
nicht,-67.37200039,10.49704304,0.2662674001523796
siege,-16.95287207,20.56950154,0.14357089731648986
ssl,55.17108342,1.714469991,0.2847554977687703
corebluetooth,34.57243234,-14.74862802,0.7874486445485968
amf,30.46184735,16.32471823,0.31762768182695833
zeppelin,54.2933149,-15.08102718,0.9988146381215313
simulator,21.3208418,7.118904767,0.07569387448209419
venta,33.82762216,53.14434602,0.36735983661441696
simmons,-24.63852596,39.97247857,0.19988015795739922
maximization,-1.394871716,-53.37101881,0.8627815908360339
lombardi,-14.55836882,36.62704651,0.3546016632752117
mmo,-19.88274053,16.12315341,0.7833781861494435
smarts,-5.902868532,8.894132265,0.39612168399590775
homeschool,-24.2619333,-3.81759295,0.7077763029919634
daytona,-33.22080314,32.20242941,0.5916795599533323
ruby,47.33452068,-32.56058694,0.801821300829008
collective,-27.05087866,-40.47067795,0.30886579083125687
seamstress,2.414725122,12.58644628,0.43090513870634395
nutrici,24.08446494,42.90901629,0.0708529870220771
archaeologist,-33.97223982,8.856190097,0.11363507666497341
harassment,-17.99893719,-6.602123723,0.13279990828113386
tanzania,-5.428934942,33.24636108,0.48571525174778307
brazzers,26.10976422,-27.97261329,0.8582677380558202
magneto,37.3777742,-43.24813684,0.16227388218197147
settled,-48.2572747,7.031710856,0.5616625193480572
lite,36.20909552,-14.81259435,0.6975435094011594
desiging,3.165704229,-7.041069307,0.16698015438799407
acceleration,23.19645695,4.596871501,0.45972721620356083
lcl,13.91289299,-15.50210144,0.5891203562245936
alright,-47.83672877,-16.04226207,0.698059985148114
arcane,-33.4261066,-14.45305989,0.8697017134063769
tester,30.15667606,-25.28268169,0.41522224477857095
demande,-18.08189141,63.71720494,0.5367490510510384
saks,16.28401223,21.82778179,0.4000965381896632
armenian,-56.15934775,16.95340699,0.2619196444473745
islam,26.31317198,-62.33357806,0.7691922317227072
redhat,56.88332134,-6.927136167,0.7549536308661431
brazilian,-52.08291218,20.21076383,0.7463455378810133
understands,-8.832497644,-46.72250535,0.7382096972185118
tractor,12.89219632,11.04119659,0.5237304932521127
fulfil,-17.33903911,-48.96061863,0.16840797003400443
ret,13.75566862,36.50455861,0.18028624334845722
eating,-11.92666921,6.426232966,0.759412095815499
conceivable,-32.82263983,-29.1629742,0.5531245566542953
orientada,28.16250801,54.73576348,0.6751544614222343
buildium,38.00949882,-9.11206155,0.48428935921059324
infrastructure,50.88413695,-6.604682281,0.9056929282570256
wy,-31.11750344,35.60718654,0.6511786512043264
drywall,8.169507505,14.43830791,0.9770029280974778
mplab,42.75707003,14.68449021,0.8107186732337557
plaintiffs,1.213212792,-16.7812666,0.506996088032245
pedigree,-48.86839632,-34.92261538,0.6547873612260532
jinnah,-1.259999791,56.92843139,0.010320804616853141
digitally,6.440491123,2.698563339,0.5446586024810917
dividend,9.59782508,-26.62249038,0.27075287232870593
rede,18.65778547,60.02433971,0.5257768398513322
earn,-50.54475281,-20.45012372,0.6742528702984159
universiteit,48.06239327,31.49409167,0.10113019731135553
identifiers,18.33707356,-25.45592321,0.8017616787626103
prestashop,37.21662211,-42.4485487,0.2998249084054416
activa,12.68846757,51.18294155,0.6006314846397198
interiores,20.84060194,61.27567199,0.7812729169016176
popups,-12.25731232,-33.93988767,0.18527764725894336
enginer,20.45531502,16.71550754,0.5591018943098233
blazing,-22.35873714,-20.8171732,0.9268807455632345
sgbd,50.68753331,-16.74844272,0.7714845886472687
nazmul,27.99619418,-61.82045813,0.9880548325401463
portlet,46.26772058,-20.1110498,0.06231391890549165
researchgate,24.87912518,-29.27354417,0.8502913167919229
absolute,-29.21201221,-51.5998209,0.7445888858305239
climb,-45.779003,-5.37355956,0.9872861808657346
fes,44.57265366,27.26469924,0.8012855250033014
inexpensive,-7.362492489,-36.68080636,0.27318378920718867
lately,-49.58973534,-6.302828605,0.3253826402176645
urbino,52.87999065,31.24652359,0.10588863585485453
flatiron,-45.94523733,25.05863669,0.46765319812882067
etisalat,29.10897713,24.13424535,0.06637724442367277
tricycle,-15.59900892,18.02625593,0.7342098784003266
kemp,52.00513355,5.487811767,0.4901189514386983
sce,30.32356359,10.97070325,0.01611848109138936
constanta,49.69134173,22.90532064,0.5329639032760604
tripled,0.9816969312,-54.31759273,0.6986145296725588
higkeiten,-65.03677283,11.34389946,0.6545514180559894
universe,-41.96298569,-30.35407903,0.6261478932470537
friendly,-41.42138638,-50.35796432,0.36068862611325103
costuming,1.545404062,5.604391835,0.3148272867241909
robbie,-14.44268028,37.83030676,0.2916396325899334
acronyms,-26.04662498,-13.03154518,0.03870800808557884
dazzle,-43.5054651,-34.53508329,0.02144103000955444
imovie,-26.65111512,51.61654981,0.7318150924263052
nservicebus,49.193382,-21.82539442,0.3057112962509172
fas,14.88192006,30.34387052,0.42297295029644666
kebangsaan,53.40296891,42.03582845,0.8118346231762384
ello,23.07400166,51.43869308,0.5369087728021852
dictumst,66.75814471,10.83574945,0.6837676950552506
mise,-21.31218299,66.58709877,0.3392319960263367
iese,-34.11806709,47.23311164,0.20384805549676766
garments,4.959872736,8.269813363,0.22714380232742037
toute,-20.19669542,65.33956924,0.46544409124434805
immeasurable,-28.1964572,-45.77619205,0.6317389884809722
teatro,28.87855992,39.23528839,0.19941207794252525
vid,-9.211893924,59.68857197,0.7297997905667787
aveda,16.08805989,24.44622674,0.8526882771282984
minimizing,5.2617246,-36.69023523,0.3890557220384092
personne,-17.90210088,61.88251296,0.6002749603659767
nutanix,51.77705727,-3.27594762,0.9067866985838077
charting,39.21805364,-20.98272181,0.08028092323743896
cohort,-41.86142947,16.6738721,0.8743285285283109
taxi,25.51389278,-15.91358056,0.7840302871904826
rig,17.89595167,5.102502421,0.5645546903622269
cornfield,-8.669884354,13.8701184,0.8631542279298835
scribe,-0.848818485,33.40821897,0.2070295154530285
postmates,25.64667086,-16.32503828,0.6502495822339872
sarajevo,49.24847853,23.01280862,0.3719340499693681
module,40.28866127,-13.00920242,0.7059255990107945
fgv,43.17687354,42.25762716,0.5481772501425225
guaranty,-10.61326885,-33.83792673,0.6557495131169717
kvar,26.83511386,34.77222142,0.5343237740498198
riphah,-2.521901776,57.76350893,0.2025342995362026
mute,-25.95015163,-5.005891487,0.17543925163973062
malaysian,42.44187185,32.25543549,0.19244214430863293
rawalpindi,1.576308965,56.52028516,0.8004203497606538
thursdays,-21.77729782,-17.6753444,0.18330914153332434
escritos,30.66594337,57.27793194,0.13699924511287287
rewarding,-28.55634097,-38.87429684,0.8338902167197259
improvising,-0.1493094735,-47.41204608,0.5947031571117137
chemistry,-7.079986028,-3.92924922,0.2135864343095918
invitations,8.475452544,-6.835421947,0.38385079113166354
edram,32.96065913,-24.1267223,0.06528558350735603
payg,11.03900955,-20.8010463,0.5955695966546237
sets,-16.78790529,-39.51270978,0.0689964656121308
sole,-11.79724379,-20.78831778,0.010564824467254597
ruben,-4.557941771,43.64509799,0.21492118647816638
daylight,3.445216636,20.29895183,0.5235333654613815
accademic,-28.06409676,3.009046435,0.6717466231980803
satisfication,-10.79772361,-33.27943386,0.2530012156348077
adabas,-37.29118396,-42.73905982,0.52338847106305
worknhire,-19.13092732,-18.63870603,0.8986727088391574
chiapas,39.34293162,36.81285461,0.35855995043021405
spearheading,-2.493438657,-37.54828453,0.48094881966381287
perfil,22.2368146,54.91265872,0.5124854046624779
etch,-0.05642155699,-4.438110452,0.14628713916005087
rhythmic,-27.3940867,22.15713227,0.5378254460712149
shopped,-2.853057871,2.055852746,0.8679509863999851
interprete,-56.30718803,9.606000232,0.6339751739140859
kik,34.69655157,-29.7953035,0.5059644419604807
colombiano,32.4914362,44.54582854,0.4826860735583631
kms,48.98407163,2.327645536,0.2788514714255518
shaded,6.25687572,1.026212418,0.32044704112983313
quatre,-15.58048013,60.92128705,0.3075539100071498
claves,25.85521108,45.96413426,0.8747264086468715
coach,-7.18977524,-18.30933923,0.07051787439439927
singlehandedly,-2.464846954,-39.1816438,0.5075640327269102
autodidacte,-15.7671686,60.0500581,0.04138680515794935
corrective,4.654820533,-40.37227922,0.6271117660096474
desirable,-20.65955577,-51.3775098,0.27435390695423834
founders,-9.867890225,-15.31696121,0.8887515809587444
pgce,-41.23164318,22.01626846,0.30517703886854086
series,-17.98414105,12.64402389,0.9737029187295198
auditions,-19.38092789,10.10611594,0.9262828894183068
eases,-32.21753272,-18.81734492,0.7360377415318121
girlfriend,-45.45680326,0.3549437332,0.6103594024317038
mediums,-25.42431277,-7.278476414,0.33230914486226637
marks,-42.69921457,19.97397671,0.28151105768825724
aeronautics,18.71533522,16.36819505,0.5025594988698996
archana,18.46575124,-57.44617428,0.34609325137348046
suite,20.27400252,-9.11155166,0.44331465789241975
synthesized,-2.070758626,-41.78890159,0.3930948143780977
entrevistas,30.25135137,61.42081343,0.8198036241004579
outfitting,9.755616476,15.98925584,0.7401127721092047
kar,8.815711311,40.08764613,0.2221882867122783
ant,59.01457775,-20.47133731,0.832442109797062
corporate,5.446141946,-8.023304142,0.1931430802879477
usa,-35.22029771,25.00954034,0.933009077517023
creativos,29.50196771,59.31989433,0.7189648611962928
kimberly,-21.19130386,34.87916076,0.8522473940236599
nbn,44.07956872,7.085574836,0.5213632400325923
affair,-47.17166044,-8.29344038,0.38093998851778976
brussels,51.24825756,27.79301882,0.5687047353115992
ants,-15.93710496,19.85132137,0.7913989405131541
gost,32.04430328,8.143828697,0.9249346572838985
algo,24.21648126,56.16030031,0.9936075774674675
fires,-31.54809419,-4.404853345,0.773560232400697
recaptcha,27.46829578,-35.35721932,0.5751149959140786
tougher,-30.33880123,-24.05571311,0.6020556063538928
minha,13.48065079,61.80822911,0.3696478943993601
initially,-50.28675282,-4.815003588,0.4208337177387125
hlr,46.97670546,5.530667959,0.8840871795593287
wr,13.5129982,32.81743861,0.5348569025037293
bpmn,39.28111516,-25.06140933,0.6837385804517206
ghaziabad,1.94567561,61.24561481,0.4464075724303008
perceives,-39.50239605,-32.45299792,0.5873947639988425
asuncion,37.70517876,39.22390529,0.07992294716781345
aeronautic,18.89853213,16.35890646,0.33318228429286867
sabbatical,-47.89788763,-4.736814304,0.666103321395397
emblems,6.451865908,-5.414340799,0.33985413222926697
vyatta,51.27459137,3.745910778,0.6105951246983975
institui,15.60471267,58.25858138,0.1547861638534065
corps,-21.88199788,2.968026781,0.110034413868353
managment,35.02007106,-2.431412243,0.7074981370195722
smartcat,40.01895975,-1.590365022,0.9582890535665379
norsk,-66.20398454,13.39724226,0.8280002885589369
collectors,8.659942034,-15.36684257,0.6780017680440564
hinge,-15.56284426,17.72888253,0.5299401517036225
adjectives,-27.31087759,-13.335468,0.2942405078557756
anthropologie,16.56147094,23.93778891,0.9193286950780062
tkprof,50.19150677,-10.29427088,0.8275128914574995
linden,-24.71509341,37.40190031,0.1257264195531238
wore,-26.03139051,3.866413569,0.43479176649921336
ubiquitous,-34.46083083,-26.14468873,0.5281586045537556
females,-23.63805686,-5.204175539,0.2710887191801221
stationary,9.937491915,-5.679406825,0.4077829499419414
maintained,-0.4983428719,-36.94427038,0.0265255384141877
poi,50.10497911,-21.99593989,0.1847536494305677
southville,-37.46059298,38.88826235,0.41595615894717974
analyze,-5.026413883,-44.384747,0.7744210947667811
acquaint,-10.99146614,-49.35427524,0.8369803873554905
heavenly,-16.09482419,20.46161931,0.24475109175801335
steal,-40.86382465,-16.75149924,0.9568770180137649
accessories,0.7612465012,11.68382917,0.4669746659952856
intermedio,35.51858835,57.02043371,0.46027238645139634
daria,66.85027888,-3.096196944,0.6977310228098298
grime,-29.54859306,22.71565437,0.14201114094847134
present,-17.36294434,-38.96547972,0.9327470953795071
rockstar,-51.62140628,3.135208864,0.2402834549693429
rationally,-29.99145243,-23.25897102,0.3608685346212217
allowing,-18.4590804,-45.64642903,0.8922978429298974
kurt,-18.4246953,37.10484367,0.03580902844776834
sealing,15.00254366,9.264980151,0.359346166719117
cortana,57.02883246,-12.33828442,0.7635558045351887
awe,-42.21836885,-37.42859833,0.9262358789716706
first,-47.22910446,-10.11415239,0.3922853679020799
uis,17.22576408,-48.59221493,0.8867129574005261
sml,33.4564229,-4.437173512,0.0871205845987344
fames,63.43188856,9.470811583,0.6629351566614186
lie,-17.63551011,-37.07822646,0.3879232111896419
separates,-23.19811782,-38.18862164,0.8593388622024354
estimators,12.9290408,19.64653509,0.3909557953968983
wages,6.389926108,-26.43831783,0.8387060989245189
tracing,2.519210719,-3.364071114,0.2439973738843889
damaging,-30.54384569,-18.79447506,0.5988415644508717
scholarships,-41.06321427,17.21875951,0.07375510140407537
worthiness,9.217874645,-25.54217108,0.5267354739274871
iona,-42.59494141,36.77285556,0.9446204773297311
borrowers,8.924090313,-25.2203436,0.07138866240085795
vise,-12.28108138,-29.85784321,0.7789491150021634
kansai,41.72271826,31.46493588,0.9297922628255079
protects,-12.37827389,-61.99075224,0.49445515982398336
fpt,51.03507324,38.28394516,0.5707922004104522
preprocess,41.97978789,-36.18574211,0.689584731394219
sky,-13.09180219,16.22169478,0.3962753366541839
colombiana,34.9793663,44.08804113,0.35093087819447155
bussiness,-1.817781316,-7.588762949,0.17228709363440664
proffesional,-62.02220357,-11.65453905,0.9108230527305442
tagbilaran,6.611666489,47.97168028,0.7979314872270753
shift,-22.36493118,-19.21982427,0.6864936231198727
cua,43.46305989,-2.9565181,0.10007138844682206
shipments,13.81736298,-17.38373779,0.13018186043611324
murals,2.87744298,3.839826214,0.9717880869980619
guildhall,-46.40408264,37.71293394,0.3054740785338196
wizardry,-42.61003997,-3.127664462,0.22970385302694896
rendring,8.429627924,22.09159669,0.25984987131855497
longs,-53.02422188,-10.33892173,0.8767715628599386
cargos,34.69887812,52.28427578,0.8901589172831377
claimed,4.388318605,-25.43486886,0.4269619901737486
aec,11.2972374,19.89196402,0.6205997036388056
kits,8.388059314,-8.031655217,0.45423226102607595
youtube,-14.30318515,8.285978452,0.8775280434485305
sdg,13.0715358,30.59134178,0.25202438111119185
tornado,51.89091586,-30.754434,0.5737764824697887
tirana,49.99876846,23.68085143,0.7205269445838922
paycheck,-33.17283672,-24.27814486,0.45425933134455776
communicates,-11.00852057,-44.24643645,0.8631104149951938
soci,-13.73151592,64.86372397,0.979930065069763
ngos,-17.6244371,-1.439118791,0.1581031912491907
pastel,37.49975204,-8.599695905,0.13817069793450887
freelancing,-19.04002009,-22.43865844,0.9870242772411537
apps,29.08739388,-14.00228836,0.07559328356685424
volvo,23.56940714,25.03459701,0.9442133441186026
specilized,68.26045923,-5.184160203,0.895196999534038
emanuel,-6.441106047,45.46309033,0.7309662746279987
kin,-22.85435769,24.13728315,0.435555491753442
xctest,56.9021232,-29.00517718,0.05962244501883818
alll,-58.38402266,-14.61388414,0.2292243766743718
qbo,37.3062637,-8.89942128,0.20909613982403175
disney,-3.871747495,23.90299844,0.7093569571034
carrington,35.64871203,17.54768197,0.38591986204598216
prioritized,-17.67499576,-53.18284377,0.8610291409733373
datastores,53.44329516,-9.04657662,0.29525551294116614
amet,62.61427463,10.99019338,0.07046134084563616
juan,0.875401475,47.27925331,0.3484984703639009
lightroom,-29.89964069,52.3588797,0.37384541643511515
